"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate"
"Males","All Races","Wyoming","Both","10-14 yrs","2012","2012","Suicide Injury","2012","P","18874","."
"Females","All Races","Wyoming","Both","10-14 yrs","2012","2012","Suicide Injury","2012","P","17673","."
"","All Races","Wyoming","Both","10-14 yrs","2012","2012","Suicide Injury","2012","P","36547","."
"Males","All Races","Alabama","Both","15-19 yrs","2012","2012","Suicide Injury","2012","24","165208","14.53"
"Females","All Races","Alabama","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","158036","."
"","All Races","Alabama","Both","15-19 yrs","2012","2012","Suicide Injury","2012","S","323244","."
"Males","All Races","Alaska","Both","15-19 yrs","2012","2012","Suicide Injury","2012","10","26333","37.98"
"Females","All Races","Alaska","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","23761","."
"","All Races","Alaska","Both","15-19 yrs","2012","2012","Suicide Injury","2012","S","50094","."
"Males","All Races","Arizona","Both","15-19 yrs","2012","2012","Suicide Injury","2012","38","232450","16.35"
"Females","All Races","Arizona","Both","15-19 yrs","2012","2012","Suicide Injury","2012","15","218772","6.86"
"","All Races","Arizona","Both","15-19 yrs","2012","2012","Suicide Injury","2012","53","451222","11.75"
"Males","All Races","Arkansas","Both","15-19 yrs","2012","2012","Suicide Injury","2012","16","100912","15.86"
"Females","All Races","Arkansas","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","96325","."
"","All Races","Arkansas","Both","15-19 yrs","2012","2012","Suicide Injury","2012","S","197237","."
"Males","All Races","California","Both","15-19 yrs","2012","2012","Suicide Injury","2012","96","1387848","6.92"
"Females","All Races","California","Both","15-19 yrs","2012","2012","Suicide Injury","2012","34","1313409","2.59"
"","All Races","California","Both","15-19 yrs","2012","2012","Suicide Injury","2012","130","2701257","4.81"
"Males","All Races","Colorado","Both","15-19 yrs","2012","2012","Suicide Injury","2012","32","176279","18.15"
"Females","All Races","Colorado","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","164234","."
"","All Races","Colorado","Both","15-19 yrs","2012","2012","Suicide Injury","2012","S","340513","."
"Males","All Races","Connecticut","Both","15-19 yrs","2012","2012","Suicide Injury","2012","12","131468","9.13"
"Females","All Races","Connecticut","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","125874","."
"","All Races","Connecticut","Both","15-19 yrs","2012","2012","Suicide Injury","2012","S","257342","."
"Males","All Races","Delaware","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","31195","."
"Females","All Races","Delaware","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","30387","."
"","All Races","Delaware","Both","15-19 yrs","2012","2012","Suicide Injury","2012","11","61582","17.86"
"Males","All Races","District of Columbia","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","18425","."
"Females","All Races","District of Columbia","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","20490","."
"","All Races","District of Columbia","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","38915","."
"Males","All Races","Florida","Both","15-19 yrs","2012","2012","Suicide Injury","2012","84","606150","13.86"
"Females","All Races","Florida","Both","15-19 yrs","2012","2012","Suicide Injury","2012","19","568628","3.34"
"","All Races","Florida","Both","15-19 yrs","2012","2012","Suicide Injury","2012","103","1174778","8.77"
"Males","All Races","Georgia","Both","15-19 yrs","2012","2012","Suicide Injury","2012","34","358975","9.47"
"Females","All Races","Georgia","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","341282","."
"","All Races","Georgia","Both","15-19 yrs","2012","2012","Suicide Injury","2012","S","700257","."
"Males","All Races","Hawaii","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","42307","."
"Females","All Races","Hawaii","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","39717","."
"","All Races","Hawaii","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","82024","."
"Males","All Races","Idaho","Both","15-19 yrs","2012","2012","Suicide Injury","2012","16","58057","27.56"
"Females","All Races","Idaho","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","55268","."
"","All Races","Idaho","Both","15-19 yrs","2012","2012","Suicide Injury","2012","S","113325","."
"Males","All Races","Illinois","Both","15-19 yrs","2012","2012","Suicide Injury","2012","43","456226","9.43"
"Females","All Races","Illinois","Both","15-19 yrs","2012","2012","Suicide Injury","2012","13","433198","3"
"","All Races","Illinois","Both","15-19 yrs","2012","2012","Suicide Injury","2012","56","889424","6.3"
"Males","All Races","Indiana","Both","15-19 yrs","2012","2012","Suicide Injury","2012","39","235936","16.53"
"Females","All Races","Indiana","Both","15-19 yrs","2012","2012","Suicide Injury","2012","13","223455","5.82"
"","All Races","Indiana","Both","15-19 yrs","2012","2012","Suicide Injury","2012","52","459391","11.32"
"Males","All Races","Iowa","Both","15-19 yrs","2012","2012","Suicide Injury","2012","22","109985","20"
"Females","All Races","Iowa","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","103716","."
"","All Races","Iowa","Both","15-19 yrs","2012","2012","Suicide Injury","2012","S","213701","."
"Males","All Races","Kansas","Both","15-19 yrs","2012","2012","Suicide Injury","2012","27","104072","25.94"
"Females","All Races","Kansas","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","97263","."
"","All Races","Kansas","Both","15-19 yrs","2012","2012","Suicide Injury","2012","S","201335","."
"Males","All Races","Kentucky","Both","15-19 yrs","2012","2012","Suicide Injury","2012","25","147332","16.97"
"Females","All Races","Kentucky","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","138362","."
"","All Races","Kentucky","Both","15-19 yrs","2012","2012","Suicide Injury","2012","S","285694","."
"Males","All Races","Louisiana","Both","15-19 yrs","2012","2012","Suicide Injury","2012","20","156137","12.81"
"Females","All Races","Louisiana","Both","15-19 yrs","2012","2012","Suicide Injury","2012","11","149948","7.34"
"","All Races","Louisiana","Both","15-19 yrs","2012","2012","Suicide Injury","2012","31","306085","10.13"
"Males","All Races","Maine","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","43691","."
"Females","All Races","Maine","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","41007","."
"","All Races","Maine","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","84698","."
"Males","All Races","Maryland","Both","15-19 yrs","2012","2012","Suicide Injury","2012","16","202924","7.88"
"Females","All Races","Maryland","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","193953","."
"","All Races","Maryland","Both","15-19 yrs","2012","2012","Suicide Injury","2012","S","396877","."
"Males","All Races","Massachusetts","Both","15-19 yrs","2012","2012","Suicide Injury","2012","18","234633","7.67"
"Females","All Races","Massachusetts","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","229974","."
"","All Races","Massachusetts","Both","15-19 yrs","2012","2012","Suicide Injury","2012","S","464607","."
"Males","All Races","Michigan","Both","15-19 yrs","2012","2012","Suicide Injury","2012","54","359435","15.02"
"Females","All Races","Michigan","Both","15-19 yrs","2012","2012","Suicide Injury","2012","19","340348","5.58"
"","All Races","Michigan","Both","15-19 yrs","2012","2012","Suicide Injury","2012","73","699783","10.43"
"Males","All Races","Minnesota","Both","15-19 yrs","2012","2012","Suicide Injury","2012","37","185170","19.98"
"Females","All Races","Minnesota","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","177400","."
"","All Races","Minnesota","Both","15-19 yrs","2012","2012","Suicide Injury","2012","S","362570","."
"Males","All Races","Mississippi","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","107892","."
"Females","All Races","Mississippi","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","103755","."
"","All Races","Mississippi","Both","15-19 yrs","2012","2012","Suicide Injury","2012","10","211647","4.72"
"Males","All Races","Missouri","Both","15-19 yrs","2012","2012","Suicide Injury","2012","31","207553","14.94"
"Females","All Races","Missouri","Both","15-19 yrs","2012","2012","Suicide Injury","2012","11","196167","5.61"
"","All Races","Missouri","Both","15-19 yrs","2012","2012","Suicide Injury","2012","42","403720","10.4"
"Males","All Races","Montana","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","33882","."
"Females","All Races","Montana","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","31106","."
"","All Races","Montana","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","64988","."
"Males","All Races","Nebraska","Both","15-19 yrs","2012","2012","Suicide Injury","2012","12","65749","18.25"
"Females","All Races","Nebraska","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","62826","."
"","All Races","Nebraska","Both","15-19 yrs","2012","2012","Suicide Injury","2012","S","128575","."
"Males","All Races","Nevada","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","90749","."
"Females","All Races","Nevada","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","84844","."
"","All Races","Nevada","Both","15-19 yrs","2012","2012","Suicide Injury","2012","11","175593","6.26"
"Males","All Races","New Hampshire","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","47187","."
"Females","All Races","New Hampshire","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","45384","."
"","All Races","New Hampshire","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","92571","."
"Males","All Races","New Jersey","Both","15-19 yrs","2012","2012","Suicide Injury","2012","24","303995","7.89"
"Females","All Races","New Jersey","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","286132","."
"","All Races","New Jersey","Both","15-19 yrs","2012","2012","Suicide Injury","2012","S","590127","."
"Males","All Races","New Mexico","Both","15-19 yrs","2012","2012","Suicide Injury","2012","24","73706","32.56"
"Females","All Races","New Mexico","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","69721","."
"","All Races","New Mexico","Both","15-19 yrs","2012","2012","Suicide Injury","2012","S","143427","."
"Males","All Races","New York","Both","15-19 yrs","2012","2012","Suicide Injury","2012","55","668899","8.22"
"Females","All Races","New York","Both","15-19 yrs","2012","2012","Suicide Injury","2012","24","642269","3.74"
"","All Races","New York","Both","15-19 yrs","2012","2012","Suicide Injury","2012","79","1311168","6.03"
"Males","All Races","North Carolina","Both","15-19 yrs","2012","2012","Suicide Injury","2012","32","333053","9.61"
"Females","All Races","North Carolina","Both","15-19 yrs","2012","2012","Suicide Injury","2012","11","317673","3.46"
"","All Races","North Carolina","Both","15-19 yrs","2012","2012","Suicide Injury","2012","43","650726","6.61"
"Males","All Races","North Dakota","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","25048","."
"Females","All Races","North Dakota","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","22929","."
"","All Races","North Dakota","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","47977","."
"Males","All Races","Ohio","Both","15-19 yrs","2012","2012","Suicide Injury","2012","44","403804","10.9"
"Females","All Races","Ohio","Both","15-19 yrs","2012","2012","Suicide Injury","2012","25","384554","6.5"
"","All Races","Ohio","Both","15-19 yrs","2012","2012","Suicide Injury","2012","69","788358","8.75"
"Males","All Races","Oklahoma","Both","15-19 yrs","2012","2012","Suicide Injury","2012","34","132015","25.75"
"Females","All Races","Oklahoma","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","123473","."
"","All Races","Oklahoma","Both","15-19 yrs","2012","2012","Suicide Injury","2012","S","255488","."
"Males","All Races","Oregon","Both","15-19 yrs","2012","2012","Suicide Injury","2012","20","126427","15.82"
"Females","All Races","Oregon","Both","15-19 yrs","2012","2012","Suicide Injury","2012","10","119873","8.34"
"","All Races","Oregon","Both","15-19 yrs","2012","2012","Suicide Injury","2012","30","246300","12.18"
"Males","All Races","Pennsylvania","Both","15-19 yrs","2012","2012","Suicide Injury","2012","43","441994","9.73"
"Females","All Races","Pennsylvania","Both","15-19 yrs","2012","2012","Suicide Injury","2012","17","424484","4"
"","All Races","Pennsylvania","Both","15-19 yrs","2012","2012","Suicide Injury","2012","60","866478","6.92"
"Males","All Races","Rhode Island","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","38280","."
"Females","All Races","Rhode Island","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","38343","."
"","All Races","Rhode Island","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","76623","."
"Males","All Races","South Carolina","Both","15-19 yrs","2012","2012","Suicide Injury","2012","16","161402","9.91"
"Females","All Races","South Carolina","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","151904","."
"","All Races","South Carolina","Both","15-19 yrs","2012","2012","Suicide Injury","2012","S","313306","."
"Males","All Races","South Dakota","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","29502","."
"Females","All Races","South Dakota","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","27747","."
"","All Races","South Dakota","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","57249","."
"Males","All Races","Tennessee","Both","15-19 yrs","2012","2012","Suicide Injury","2012","29","216172","13.42"
"Females","All Races","Tennessee","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","205905","."
"","All Races","Tennessee","Both","15-19 yrs","2012","2012","Suicide Injury","2012","S","422077","."
"Males","All Races","Texas","Both","15-19 yrs","2012","2012","Suicide Injury","2012","133","968419","13.73"
"Females","All Races","Texas","Both","15-19 yrs","2012","2012","Suicide Injury","2012","26","912193","2.85"
"","All Races","Texas","Both","15-19 yrs","2012","2012","Suicide Injury","2012","159","1880612","8.45"
"Males","All Races","Utah","Both","15-19 yrs","2012","2012","Suicide Injury","2012","29","111727","25.96"
"Females","All Races","Utah","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","107507","."
"","All Races","Utah","Both","15-19 yrs","2012","2012","Suicide Injury","2012","S","219234","."
"Males","All Races","Vermont","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","23227","."
"Females","All Races","Vermont","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","22200","."
"","All Races","Vermont","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","45427","."
"Males","All Races","Virginia","Both","15-19 yrs","2012","2012","Suicide Injury","2012","37","276924","13.36"
"Females","All Races","Virginia","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","265903","."
"","All Races","Virginia","Both","15-19 yrs","2012","2012","Suicide Injury","2012","S","542827","."
"Males","All Races","Washington","Both","15-19 yrs","2012","2012","Suicide Injury","2012","38","227286","16.72"
"Females","All Races","Washington","Both","15-19 yrs","2012","2012","Suicide Injury","2012","12","214894","5.58"
"","All Races","Washington","Both","15-19 yrs","2012","2012","Suicide Injury","2012","50","442180","11.31"
"Males","All Races","West Virginia","Both","15-19 yrs","2012","2012","Suicide Injury","2012","10","58684","17.04"
"Females","All Races","West Virginia","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","54648","."
"","All Races","West Virginia","Both","15-19 yrs","2012","2012","Suicide Injury","2012","S","113332","."
"Males","All Races","Wisconsin","Both","15-19 yrs","2012","2012","Suicide Injury","2012","28","199911","14.01"
"Females","All Races","Wisconsin","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","190766","."
"","All Races","Wisconsin","Both","15-19 yrs","2012","2012","Suicide Injury","2012","S","390677","."
"Males","All Races","Wyoming","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","19269","."
"Females","All Races","Wyoming","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","17855","."
"","All Races","Wyoming","Both","15-19 yrs","2012","2012","Suicide Injury","2012","P","37124","."
"Males","All Races","Alabama","Both","20-24 yrs","2012","2012","Suicide Injury","2012","33","175954","18.75"
"Females","All Races","Alabama","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","176371","."
"","All Races","Alabama","Both","20-24 yrs","2012","2012","Suicide Injury","2012","S","352325","."
"Males","All Races","Alaska","Both","20-24 yrs","2012","2012","Suicide Injury","2012","23","32333","71.13"
"Females","All Races","Alaska","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","26332","."
"","All Races","Alaska","Both","20-24 yrs","2012","2012","Suicide Injury","2012","S","58665","."
"Males","All Races","Arizona","Both","20-24 yrs","2012","2012","Suicide Injury","2012","64","248995","25.7"
"Females","All Races","Arizona","Both","20-24 yrs","2012","2012","Suicide Injury","2012","17","230041","7.39"
"","All Races","Arizona","Both","20-24 yrs","2012","2012","Suicide Injury","2012","81","479036","16.91"
"Males","All Races","Arkansas","Both","20-24 yrs","2012","2012","Suicide Injury","2012","37","106856","34.63"
"Females","All Races","Arkansas","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","104196","."
"","All Races","Arkansas","Both","20-24 yrs","2012","2012","Suicide Injury","2012","S","211052","."
"Males","All Races","California","Both","20-24 yrs","2012","2012","Suicide Injury","2012","223","1512095","14.75"
"Females","All Races","California","Both","20-24 yrs","2012","2012","Suicide Injury","2012","60","1407793","4.26"
"","All Races","California","Both","20-24 yrs","2012","2012","Suicide Injury","2012","283","2919888","9.69"
"Males","All Races","Colorado","Both","20-24 yrs","2012","2012","Suicide Injury","2012","72","189871","37.92"
"Females","All Races","Colorado","Both","20-24 yrs","2012","2012","Suicide Injury","2012","15","175588","8.54"
"","All Races","Colorado","Both","20-24 yrs","2012","2012","Suicide Injury","2012","87","365459","23.81"
"Males","All Races","Connecticut","Both","20-24 yrs","2012","2012","Suicide Injury","2012","14","120284","11.64"
"Females","All Races","Connecticut","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","111143","."
"","All Races","Connecticut","Both","20-24 yrs","2012","2012","Suicide Injury","2012","S","231427","."
"Males","All Races","Delaware","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","32805","."
"Females","All Races","Delaware","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","33198","."
"","All Races","Delaware","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","66003","."
"Males","All Races","District of Columbia","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","27482","."
"Females","All Races","District of Columbia","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","32568","."
"","All Races","District of Columbia","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","60050","."
"Males","All Races","Florida","Both","20-24 yrs","2012","2012","Suicide Injury","2012","135","669629","20.16"
"Females","All Races","Florida","Both","20-24 yrs","2012","2012","Suicide Injury","2012","33","644116","5.12"
"","All Races","Florida","Both","20-24 yrs","2012","2012","Suicide Injury","2012","168","1313745","12.79"
"Males","All Races","Georgia","Both","20-24 yrs","2012","2012","Suicide Injury","2012","76","368155","20.64"
"Females","All Races","Georgia","Both","20-24 yrs","2012","2012","Suicide Injury","2012","13","356818","3.64"
"","All Races","Georgia","Both","20-24 yrs","2012","2012","Suicide Injury","2012","89","724973","12.28"
"Males","All Races","Hawaii","Both","20-24 yrs","2012","2012","Suicide Injury","2012","13","55091","23.6"
"Females","All Races","Hawaii","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","45448","."
"","All Races","Hawaii","Both","20-24 yrs","2012","2012","Suicide Injury","2012","S","100539","."
"Males","All Races","Idaho","Both","20-24 yrs","2012","2012","Suicide Injury","2012","24","56827","42.23"
"Females","All Races","Idaho","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","54619","."
"","All Races","Idaho","Both","20-24 yrs","2012","2012","Suicide Injury","2012","S","111446","."
"Males","All Races","Illinois","Both","20-24 yrs","2012","2012","Suicide Injury","2012","81","458297","17.67"
"Females","All Races","Illinois","Both","20-24 yrs","2012","2012","Suicide Injury","2012","15","441014","3.4"
"","All Races","Illinois","Both","20-24 yrs","2012","2012","Suicide Injury","2012","96","899311","10.67"
"Males","All Races","Indiana","Both","20-24 yrs","2012","2012","Suicide Injury","2012","58","242146","23.95"
"Females","All Races","Indiana","Both","20-24 yrs","2012","2012","Suicide Injury","2012","10","235209","4.25"
"","All Races","Indiana","Both","20-24 yrs","2012","2012","Suicide Injury","2012","68","477355","14.25"
"Males","All Races","Iowa","Both","20-24 yrs","2012","2012","Suicide Injury","2012","29","115499","25.11"
"Females","All Races","Iowa","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","108597","."
"","All Races","Iowa","Both","20-24 yrs","2012","2012","Suicide Injury","2012","S","224096","."
"Males","All Races","Kansas","Both","20-24 yrs","2012","2012","Suicide Injury","2012","42","110505","38.01"
"Females","All Races","Kansas","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","102096","."
"","All Races","Kansas","Both","20-24 yrs","2012","2012","Suicide Injury","2012","S","212601","."
"Males","All Races","Kentucky","Both","20-24 yrs","2012","2012","Suicide Injury","2012","52","158293","32.85"
"Females","All Races","Kentucky","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","152894","."
"","All Races","Kentucky","Both","20-24 yrs","2012","2012","Suicide Injury","2012","S","311187","."
"Males","All Races","Louisiana","Both","20-24 yrs","2012","2012","Suicide Injury","2012","34","175991","19.32"
"Females","All Races","Louisiana","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","176551","."
"","All Races","Louisiana","Both","20-24 yrs","2012","2012","Suicide Injury","2012","S","352542","."
"Males","All Races","Maine","Both","20-24 yrs","2012","2012","Suicide Injury","2012","13","40888","31.79"
"Females","All Races","Maine","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","39168","."
"","All Races","Maine","Both","20-24 yrs","2012","2012","Suicide Injury","2012","S","80056","."
"Males","All Races","Maryland","Both","20-24 yrs","2012","2012","Suicide Injury","2012","40","205288","19.48"
"Females","All Races","Maryland","Both","20-24 yrs","2012","2012","Suicide Injury","2012","10","197287","5.07"
"","All Races","Maryland","Both","20-24 yrs","2012","2012","Suicide Injury","2012","50","402575","12.42"
"Males","All Races","Massachusetts","Both","20-24 yrs","2012","2012","Suicide Injury","2012","33","243183","13.57"
"Females","All Races","Massachusetts","Both","20-24 yrs","2012","2012","Suicide Injury","2012","17","240621","7.07"
"","All Races","Massachusetts","Both","20-24 yrs","2012","2012","Suicide Injury","2012","50","483804","10.33"
"Males","All Races","Michigan","Both","20-24 yrs","2012","2012","Suicide Injury","2012","90","364985","24.66"
"Females","All Races","Michigan","Both","20-24 yrs","2012","2012","Suicide Injury","2012","21","353663","5.94"
"","All Races","Michigan","Both","20-24 yrs","2012","2012","Suicide Injury","2012","111","718648","15.45"
"Males","All Races","Minnesota","Both","20-24 yrs","2012","2012","Suicide Injury","2012","36","183702","19.6"
"Females","All Races","Minnesota","Both","20-24 yrs","2012","2012","Suicide Injury","2012","10","174924","5.72"
"","All Races","Minnesota","Both","20-24 yrs","2012","2012","Suicide Injury","2012","46","358626","12.83"
"Males","All Races","Mississippi","Both","20-24 yrs","2012","2012","Suicide Injury","2012","30","112286","26.72"
"Females","All Races","Mississippi","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","111304","."
"","All Races","Mississippi","Both","20-24 yrs","2012","2012","Suicide Injury","2012","S","223590","."
"Males","All Races","Missouri","Both","20-24 yrs","2012","2012","Suicide Injury","2012","66","216975","30.42"
"Females","All Races","Missouri","Both","20-24 yrs","2012","2012","Suicide Injury","2012","12","213093","5.63"
"","All Races","Missouri","Both","20-24 yrs","2012","2012","Suicide Injury","2012","78","430068","18.14"
"Males","All Races","Montana","Both","20-24 yrs","2012","2012","Suicide Injury","2012","11","37265","29.52"
"Females","All Races","Montana","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","34130","."
"","All Races","Montana","Both","20-24 yrs","2012","2012","Suicide Injury","2012","S","71395","."
"Males","All Races","Nebraska","Both","20-24 yrs","2012","2012","Suicide Injury","2012","15","67831","22.11"
"Females","All Races","Nebraska","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","64393","."
"","All Races","Nebraska","Both","20-24 yrs","2012","2012","Suicide Injury","2012","S","132224","."
"Males","All Races","Nevada","Both","20-24 yrs","2012","2012","Suicide Injury","2012","21","95645","21.96"
"Females","All Races","Nevada","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","92123","."
"","All Races","Nevada","Both","20-24 yrs","2012","2012","Suicide Injury","2012","S","187768","."
"Males","All Races","New Hampshire","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","44323","."
"Females","All Races","New Hampshire","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","42301","."
"","All Races","New Hampshire","Both","20-24 yrs","2012","2012","Suicide Injury","2012","10","86624","11.54"
"Males","All Races","New Jersey","Both","20-24 yrs","2012","2012","Suicide Injury","2012","58","288880","20.08"
"Females","All Races","New Jersey","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","269447","."
"","All Races","New Jersey","Both","20-24 yrs","2012","2012","Suicide Injury","2012","S","558327","."
"Males","All Races","New Mexico","Both","20-24 yrs","2012","2012","Suicide Injury","2012","25","78032","32.04"
"Females","All Races","New Mexico","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","73172","."
"","All Races","New Mexico","Both","20-24 yrs","2012","2012","Suicide Injury","2012","S","151204","."
"Males","All Races","New York","Both","20-24 yrs","2012","2012","Suicide Injury","2012","93","732023","12.7"
"Females","All Races","New York","Both","20-24 yrs","2012","2012","Suicide Injury","2012","35","715457","4.89"
"","All Races","New York","Both","20-24 yrs","2012","2012","Suicide Injury","2012","128","1447480","8.84"
"Males","All Races","North Carolina","Both","20-24 yrs","2012","2012","Suicide Injury","2012","84","349372","24.04"
"Females","All Races","North Carolina","Both","20-24 yrs","2012","2012","Suicide Injury","2012","12","337674","3.55"
"","All Races","North Carolina","Both","20-24 yrs","2012","2012","Suicide Injury","2012","96","687046","13.97"
"Males","All Races","North Dakota","Both","20-24 yrs","2012","2012","Suicide Injury","2012","13","34813","37.34"
"Females","All Races","North Dakota","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","29780","."
"","All Races","North Dakota","Both","20-24 yrs","2012","2012","Suicide Injury","2012","S","64593","."
"Males","All Races","Ohio","Both","20-24 yrs","2012","2012","Suicide Injury","2012","95","400271","23.73"
"Females","All Races","Ohio","Both","20-24 yrs","2012","2012","Suicide Injury","2012","15","392081","3.83"
"","All Races","Ohio","Both","20-24 yrs","2012","2012","Suicide Injury","2012","110","792352","13.88"
"Males","All Races","Oklahoma","Both","20-24 yrs","2012","2012","Suicide Injury","2012","54","145997","36.99"
"Females","All Races","Oklahoma","Both","20-24 yrs","2012","2012","Suicide Injury","2012","11","139018","7.91"
"","All Races","Oklahoma","Both","20-24 yrs","2012","2012","Suicide Injury","2012","65","285015","22.81"
"Males","All Races","Oregon","Both","20-24 yrs","2012","2012","Suicide Injury","2012","31","135750","22.84"
"Females","All Races","Oregon","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","131378","."
"","All Races","Oregon","Both","20-24 yrs","2012","2012","Suicide Injury","2012","S","267128","."
"Males","All Races","Pennsylvania","Both","20-24 yrs","2012","2012","Suicide Injury","2012","113","452827","24.95"
"Females","All Races","Pennsylvania","Both","20-24 yrs","2012","2012","Suicide Injury","2012","24","438641","5.47"
"","All Races","Pennsylvania","Both","20-24 yrs","2012","2012","Suicide Injury","2012","137","891468","15.37"
"Males","All Races","Rhode Island","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","42243","."
"Females","All Races","Rhode Island","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","41412","."
"","All Races","Rhode Island","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","83655","."
"Males","All Races","South Carolina","Both","20-24 yrs","2012","2012","Suicide Injury","2012","36","177225","20.31"
"Females","All Races","South Carolina","Both","20-24 yrs","2012","2012","Suicide Injury","2012","10","172941","5.78"
"","All Races","South Carolina","Both","20-24 yrs","2012","2012","Suicide Injury","2012","46","350166","13.14"
"Males","All Races","South Dakota","Both","20-24 yrs","2012","2012","Suicide Injury","2012","14","30974","45.2"
"Females","All Races","South Dakota","Both","20-24 yrs","2012","2012","Suicide Injury","2012","P","28628","."
"","All Races","South Dakota","Both","20-24 yrs","2012","2012","Suicide Injury","2012","S","59602","."
